x,y
209.761,150.804
144.402,87.946
614.515,294.873
374.2,238.415
592.354,360.685
95.258,271.575
663.496,70.551
203.965,313.891
413.154,342.129
10.649,133.781
576.451,393.46
469.619,156.524
284.818,361.233
186.451,69.386
14.666,284.993
263.886,306.693
586.321,180.882
150.96,85.151
611.099,243.245
608.87,80.287
562.155,111.876
606.934,255.204
451.635,276.708
605.834,81.24
333.475,123.941
87.494,232.891
148.963,50.862
264.375,135.342
443.846,365.624
529.664,211.215
288.753,249.326
77.952,66.696
301.609,371.068
325.19,263.387
610.4,66.493
96.482,36.477
19.841,267.458
370.563,404.739
100.839,290.57
477.488,368.589
541.445,351.958
275.564,344.411
454.168,354.302
405.858,365.336
161.299,392.375
231.399,93.824
88.708,124.56
480.525,355.173
104.017,152.76
104.302,237.943
417.696,259.101
257.12,364.656
196.719,385.648
283.475,64.985
410.12,228.892
604.049,244.086
660.536,45.4
318.15,159.735
365.266,269.741
438.67,277.999
46.693,356.844
157.313,146.981
220.04,294.715
323.102,146.999
124.302,66.104
428.734,141.729
210.868,247.887
82.22,292.323
548.214,104.584
346.612,220.397
436.418,272.02
410.294,148.559
668.868,63.683
170.742,380.079
237.507,156.005
171.155,38.958
145.062,89.882
558.957,130.1
138.275,266.005
218.287,157.033
535.346,190.819
620.546,362.764
298.388,395.082
317.113,140.847
130.939,70.27
40.812,270.345
288.762,83.855
181.798,145.283
408.152,235.485
323.943,265.938
564.805,82.238
226.427,342.062
116.706,339.494
451.303,256.148
288.256,121.613
357.487,271.022
280.309,310.064
154.549,281.182
394.635,375.694
540.936,81.746
606.127,70.894
417.762,131.326
61.229,248.535
196.516,116.686
342.265,253.377
35.618,97.804
579.833,305.314
420.511,349.627
18.018,251.672
534.894,164.045
372.267,289.954
72.798,390.137
97.365,164.054
500.221,251.834
328.1,239.163
208.866,340.598
428.761,156.747
630.836,89.088
506.536,226.314
263.649,154.491
275.254,323.703
536.715,152.728
559.174,111.453
602.835,322.516
288.234,210.294
375.641,152.703
458.243,206.751
58.824,387.81
106.156,96.979
280.679,185.47
83.443,80.082
91.417,358.587
410.587,240.359
364.97,281.117
585.793,51.702
431.064,112.789
512.892,157.845
248.049,213.119
427.932,147.97
566.472,148.581
505.039,307.495
282.221,259.774
168.813,279.118
572.509,348.582
656.042,121.528
376.592,154.154
44.33,79.854
370.009,63.248
351.205,55.828
329.21,244.542
226.058,337.856
201.408,42.286
175.068,139.076
649.087,59.578
603.927,298.198
575.479,187.198
263.065,266.076
105.497,94.75
614.936,278.714
570.424,161.209
479.946,363.066
221.482,192.434
550.322,90.563
292.4,253.071
530.175,162.164
566.918,77.093
256.384,355.82
435.928,252.987
419.03,236.3
576.707,331.7
603.408,91.768
91.285,66.311
617.877,164.101
115.836,43.676
96.349,38.957
358.03,104.17
228.761,118.301
215.357,310.37
252.585,142.07
661.329,60.04
576.602,266.56
221.575,332.712
380.35,243.065
252.669,365.988
64.951,290.579
404.074,163.354
585.719,183.897
567.097,146.95
322.62,80.966
257.162,376.744
274.028,253.12
309.073,164.35
46.683,377.396
626.611,146.125
217.599,233.87
180.358,385.505
492.472,324.214
153.429,282.489
116.705,286.614
178.413,276.315
170.357,271.706
312.226,373.415
160.713,116.841
169.856,273.35
313.378,271.032
444.964,53.104
93.521,270.803
405.056,140.547
274.221,432.099
28.858,331.703
653.023,95.964
375.767,153.838
394.999,258.509
357.391,125.293
181.283,69.386
33.403,51.938
182.971,211.913
298.998,113.218
341.186,349.341
90.413,34.625
45.248,102.046
334.921,136.443
328.401,155.379
396.055,65.827
425.862,238.826
298.85,385.24
380.469,45.936
221.968,128.313
164.977,256.974
555.162,123.497
382.643,361.602
492.994,338.926
431.366,348.019
360.102,358.858
19.447,386.677
311.482,260.336
45.523,44.516
405.566,259.627
191.777,352.061
253.831,246.04
612.048,127.531
149.218,390.343
42.941,250.507
26.232,98.197
46.263,132.073
430.538,241.638
641.897,75.224
199.941,269.783
173.272,94.812
223.317,380.105
401.839,273.306
117.516,88.418
484.988,260.776
578.791,310.024
77.381,352.305
160.991,55.67
285.947,202.729
101.034,121.313
419.541,259.257
214.381,344.56
151.955,318.558
491.016,365.793
112.441,375.712
78.046,266.438
445.669,369.184
415.096,122.992
275.313,146.834
488.714,251.423
151.393,255.743
404.441,362.24
138.275,348.815
647.647,149.934
51.165,246.032
262.794,351.577
587.78,320.108
73.358,278.952
98.517,270.007
275.824,201.148
232.223,155.013
547.03,123.346
495.9,234.642
156.199,268.889
548.429,119.928
198.348,153.842
188.874,381.55
612.757,309.396
107.384,331.568
518.145,170.936
618.153,281.712
73.354,46.603
75.356,38.169
605.618,366.897
331.603,155.399
80.083,244.654
219.123,44.118
238.91,44.655
587.164,170.104
44.061,229.016
171.161,252.26
221.209,306.528
223.47,352.283
332.165,366.841
443.575,239.072
407.18,275.672
307.246,359.855
611.205,152.857
242.64,38.08
427.719,365.966
337.652,148.182
626.51,288.893
397.848,370.956
124.587,398.985
412.624,121.579
356.018,384.459
115.808,132.11
72.8,267.128
621.078,286.437
595.89,262.402
325.982,131.381
144.872,264.403
167.938,339.354
545.42,180.225
144.732,39.07
326.426,321.216
305.097,88.504
455.231,242.161
108.74,230.795
579.428,46.435
572.418,133.173
261.255,365.995
445.846,129.59
593.466,336.665
155.027,230.049
611.514,233.102
585.263,169.95
95.761,44.454
597.844,217.627
220.297,60.899
201.36,369.32
332.035,226.188
289.447,86.428
230.519,67.624
184.899,55.763
98.586,372.679
149.248,395.762
232.792,64.382
79.739,146.971
551.142,106.42
297.936,357.411
235.186,114.764
117.978,237.27
594.949,171.158
105.406,290.335
201.756,379.827
576.881,166.566
387.531,359.36
322.42,57.393
328.296,64.368
89.595,76.176
97.419,227.577
619.085,298.065
70.011,67.222
203.434,93.645
43.089,72.499
116.076,61.449
252.551,110.273
30.841,281.764
538.91,371.374
589.622,135.315
297.396,75.115
447.792,357.825
187.595,242.616
223.988,144.648
63.866,51.689
337.357,276.073
108.156,232.886
346.273,374.222
169.651,126.179
117.671,282.035
235.107,130.159
441.49,128.32
487.89,359.798
405.439,49.64
528.861,321.0
348.369,380.559
423.28,243.29
470.305,273.635
79.615,289.282
150.108,134.833
87.358,299.75
610.847,284.711
534.217,283.128
626.99,122.593
69.63,383.353
37.616,135.561
245.228,300.709
363.549,129.074
72.426,144.592
135.648,97.74
648.882,87.161
279.4,133.738
519.049,158.006
51.068,277.768
414.564,155.534
266.742,304.41
544.008,325.333
66.534,292.589
192.728,241.846
114.917,142.054
321.788,265.725
378.342,240.182
241.955,45.923
536.905,51.891
237.229,191.825
208.397,71.956
116.811,290.897
345.581,241.153
92.176,238.67
180.369,344.381
397.111,162.533
616.407,194.315
588.458,138.381
621.298,353.768
176.686,251.661
102.36,257.567
297.414,379.382
212.938,241.822
440.173,294.802
387.921,287.674
163.735,362.672
57.597,131.139
450.822,112.959
537.302,279.568
70.209,365.79
328.98,140.627
448.975,351.781
139.889,266.575
46.067,132.626
251.021,80.166
390.86,69.478
221.84,64.212
57.028,288.745
547.237,96.766
645.813,86.723
617.716,231.275
146.045,318.592
521.442,42.048
441.958,272.124
337.714,45.415
562.991,66.57
621.111,283.995
454.023,108.358
167.941,374.745
397.922,153.936
656.84,109.996
204.82,55.174
261.324,195.685
134.159,347.66
261.921,308.533
102.939,101.68
402.685,137.546
572.819,311.592
73.317,253.632
382.924,354.801
367.12,393.27
274.976,317.588
125.676,265.935
572.08,317.113
254.201,256.123
8.358,66.684
271.671,252.856
571.897,311.851
106.911,222.698
620.891,201.723
181.87,187.156
124.523,380.026
177.432,124.663
310.075,295.455
35.544,227.072
354.246,295.893
71.344,130.054
-15.15,295.663
285.651,269.166
105.928,34.998
125.624,126.045
131.5,252.752
551.094,109.165
111.15,281.243
39.355,71.079
620.14,217.932
337.517,375.876
356.334,268.1
163.88,330.948
468.174,279.272
65.066,366.269
328.731,143.671
533.764,284.099
71.191,351.184
249.023,296.902
405.301,293.169
250.216,42.071
439.32,50.185
67.059,255.001
618.188,308.544
621.308,290.348
199.883,312.573
498.414,322.219
428.04,247.207
136.637,80.528
609.376,144.229
569.188,187.574
596.607,75.819
179.26,153.223
299.872,373.455
81.231,235.499
410.875,108.764
144.689,239.787
44.575,247.099
324.604,140.516
89.084,103.447
633.45,163.342
40.666,253.726
132.457,265.0
526.817,352.617
236.525,199.868
129.601,260.333
96.324,253.593
412.731,376.47
227.451,253.068
255.962,44.684
578.715,257.318
596.464,286.105
306.425,268.454
497.726,182.172
57.012,375.013
200.27,83.733
264.322,208.058
348.325,139.51
5.772,401.87
528.926,288.233
209.907,56.686
645.322,57.761
396.277,269.802
655.093,69.876
346.663,112.44
506.902,214.574
416.357,116.542
118.575,288.453
360.165,381.18
607.52,324.616
648.07,109.386
551.943,46.087
528.517,73.959
147.483,155.018
124.831,265.831
326.215,272.195
94.05,284.728
584.535,216.759
173.976,41.768
196.773,74.046
622.225,187.539
84.238,399.007
134.446,343.323
191.687,242.154
617.895,295.772
357.517,331.226
434.57,102.454
493.258,127.629
227.783,359.753
239.162,379.232
426.079,341.501
423.096,350.342
358.916,73.14
88.292,103.622
524.358,72.065
597.038,73.368
628.577,205.622
537.484,219.788
543.685,238.801
418.897,58.633
326.437,137.516
39.404,125.028
201.394,278.462
246.145,266.324
345.469,373.898
234.115,248.967
441.563,114.608
37.15,86.13
126.464,46.326
95.94,43.472
269.265,372.682
568.118,310.028
618.24,185.413
337.296,381.196
362.967,236.028
100.462,322.963
154.314,47.992
485.966,363.846
268.053,343.128
238.094,369.414
81.71,293.313
174.477,273.555
332.169,45.811
134.332,354.716
616.162,237.945
648.167,90.118
520.958,263.124
568.092,215.226
302.419,269.08
267.978,46.447
219.356,252.24
430.453,258.421
107.343,297.29
168.588,116.883
246.424,402.173
613.488,207.634
78.908,227.859
360.635,236.352
361.709,316.736
537.623,80.746
406.303,259.239
597.758,314.143
426.337,252.564
47.481,228.868
175.626,72.418
400.175,158.895
275.731,371.68
52.768,284.772
180.73,235.914
561.051,148.146
20.393,259.736
591.428,320.15
358.206,256.465
340.426,156.053
343.949,306.444
621.606,155.512
282.803,395.054
78.536,44.385
29.028,259.342
192.857,262.658
409.959,244.079
370.525,272.58
143.874,242.956
170.481,245.027
248.814,308.118
633.86,279.88
105.64,275.169
151.327,90.182
197.574,54.608
538.846,49.486
372.832,389.006
440.409,77.01
224.11,143.706
146.16,81.707
178.235,45.931
549.521,186.96
111.552,40.254
373.546,230.481
608.547,53.814
140.343,150.656
270.497,200.315
580.395,84.527
278.64,252.774
231.45,330.673
616.511,158.378
569.609,64.289
222.881,111.937
19.846,35.104
328.146,143.764
545.431,102.909
392.144,150.636
249.158,304.677
378.686,113.548
358.559,276.23
268.513,195.016
589.13,48.835
396.83,395.395
74.001,259.164
346.199,150.722
504.183,81.538
145.81,384.127
655.26,68.287
363.596,371.25
417.049,376.352
436.183,101.113
183.095,131.902
404.366,50.837
343.57,248.031
292.893,75.525
223.073,90.777
510.149,286.14
216.225,238.035
94.93,235.463
443.741,59.035
386.684,235.812
185.554,254.216
236.293,138.378
322.413,338.673
319.451,107.784
323.817,151.654
371.192,367.934
124.861,257.324
245.928,329.041
260.022,133.407
338.35,247.336
388.966,388.268
619.15,137.763
613.857,122.391
597.966,178.781
33.833,362.03
276.342,125.485
262.267,368.453
465.35,271.596
646.98,142.068
586.355,240.67
244.283,137.299
577.256,326.778
577.651,166.845
586.051,165.572
330.108,245.993
416.692,59.292
161.035,271.509
78.454,74.608
545.911,107.902
596.867,315.064
522.573,258.026
402.483,378.886
526.808,369.052
-0.357,440.258
215.663,363.606
595.964,211.029
600.971,318.261
548.328,177.461
102.69,238.961
171.013,387.941
295.71,55.095
348.589,54.098
579.944,197.75
156.711,136.178
408.518,256.966
385.53,264.184
507.719,191.807
157.952,64.868
121.413,73.45
674.914,82.229
269.384,333.965
218.853,117.678
208.264,260.262
164.255,89.618
47.477,283.625
556.295,340.091
572.042,374.921
194.679,367.006
114.435,286.151
113.116,146.613
300.921,147.34
419.383,240.351
585.959,138.144
81.959,232.376
586.325,291.917
393.843,238.627
472.855,276.534
561.412,58.571
493.823,232.696
17.113,182.528
56.606,30.625
584.318,314.764
416.643,228.34
426.75,289.984
588.182,73.734
100.208,45.965
593.719,84.086
23.105,375.763
582.735,54.424
292.863,67.965
418.216,270.111
403.439,65.174
246.732,238.339
586.634,155.944
100.211,364.034
194.151,189.767
101.015,96.595
585.925,328.647
591.026,91.795
521.452,63.177
318.049,272.527
382.139,273.778
606.929,355.826
530.829,100.643
613.721,355.207
13.015,134.654
325.053,268.062
39.449,147.675
602.659,154.867
260.284,245.178
404.401,73.731
312.152,240.394
61.289,376.318
547.048,102.912
248.712,152.511
615.765,340.636
579.793,140.897
307.793,249.068
267.755,132.585
184.983,89.938
357.97,160.296
71.954,383.26
101.827,155.205
594.994,268.144
135.907,67.671
513.581,57.822
256.984,71.163
281.463,85.345
451.496,111.515
290.693,200.132
268.902,68.507
189.344,191.689
171.756,375.546
624.727,164.508
193.059,201.787
168.578,43.931
170.981,260.096
324.587,350.182
75.155,384.404
376.179,105.879
182.908,245.411
173.682,240.451
318.05,335.547
258.109,354.502
243.244,41.431
168.117,267.537
426.378,387.393
168.635,88.749
189.568,398.724
452.426,248.509
317.681,77.081
276.064,69.346
114.159,353.312
566.834,152.955
481.677,243.614
537.983,404.409
218.57,50.809
298.193,44.005
403.662,363.252
189.864,130.792
103.187,-7.697
403.189,73.567
128.457,79.262
578.198,304.026
453.52,382.853
487.611,258.172
279.55,324.814
70.901,144.152
519.58,60.27
606.018,140.593
277.506,345.645
171.212,247.197
271.504,379.132
444.117,76.555
586.579,123.479
371.482,356.705
321.505,68.673
601.831,131.701
367.04,77.131
67.034,262.809
534.803,192.231
563.162,235.663
82.491,350.116
331.137,156.725
587.833,237.717
422.654,156.792
141.927,123.404
103.168,33.596
594.304,137.143
33.212,387.216
326.838,321.202
84.784,147.607
208.535,345.765
474.24,107.252
86.568,285.956
43.296,387.019
275.988,253.902
249.221,57.097
145.16,60.972
125.329,351.584
141.874,256.299
164.259,321.603
118.041,136.722
456.552,267.343
272.135,66.788
670.228,69.588
234.4,317.779
269.999,248.308
431.326,48.429
125.961,242.278
605.756,324.3
390.767,231.258
81.16,386.326
248.173,295.673
132.984,125.464
605.546,174.844
228.004,145.494
533.791,283.245
388.514,119.734
311.926,43.135
291.515,134.802
643.391,72.617
294.193,356.06
126.577,50.65
158.766,37.735
41.893,85.863
38.858,46.669
132.793,284.874
314.492,303.67
412.479,251.945
56.165,131.349
475.557,355.0
284.886,52.44
292.03,161.821
395.504,269.105
27.384,394.699
158.863,262.743
148.124,283.419
494.346,158.178
510.891,53.758
409.034,162.325
154.967,378.222
634.456,66.858
413.071,148.853
24.843,244.768
428.058,104.786
59.815,45.166
425.135,382.231
282.242,389.482
541.475,209.102
184.103,143.76
247.44,147.453
264.627,348.252
131.285,52.174
144.178,141.782
273.457,290.39
242.27,401.699
339.581,321.452
238.578,347.874
101.025,76.616
232.231,75.343
667.52,35.185
374.331,276.516
285.935,331.151
464.505,59.664
406.533,164.968
526.99,69.014
354.391,80.881
632.312,182.289
541.744,298.295
390.838,165.276
614.084,46.941
350.673,237.182
95.755,249.441
340.001,67.518
577.506,375.139
114.745,237.295
512.85,300.099
104.344,131.676
224.286,69.363
554.251,110.463
176.497,148.101
416.749,223.368
204.613,356.878
101.365,64.52
361.871,317.869
601.741,337.949
32.827,57.158
171.257,262.652
431.767,342.781
330.992,51.958
314.658,51.122
316.274,128.508
182.868,92.193
434.463,111.492
280.38,142.58
551.362,371.356
584.276,306.931
365.807,50.485
308.346,139.784
73.939,330.227
201.438,134.105
131.669,298.298
570.996,172.921
400.872,253.644
274.094,399.315
228.111,147.58
106.739,148.68
641.171,115.533
353.768,270.88
409.098,66.06
576.299,158.806
318.43,328.459
227.076,202.558
290.055,265.865
434.186,234.56
166.383,81.425
294.398,371.924
68.389,75.88
605.826,310.763
413.903,104.844
329.124,321.753
314.004,346.491
596.531,62.068
150.47,227.474
168.117,271.683
587.813,155.772
189.623,209.361
499.361,339.574
399.809,363.719
495.308,243.596
590.843,41.156
511.033,326.171
214.502,162.587
49.083,37.145
15.778,136.663
319.045,62.486
281.546,298.689
326.896,161.287
112.498,78.501
105.96,67.984
616.961,68.015
262.942,57.337
258.18,80.556
161.469,243.284
73.722,246.797
91.18,68.148
120.861,220.317
92.826,121.249
626.379,280.959
574.137,55.37
176.564,264.378
180.584,398.492
283.068,112.075
37.9,90.093
398.999,160.307
589.218,330.846
613.525,199.087
219.644,69.142
587.994,320.277
108.692,339.946
550.166,92.603
581.514,119.452
395.311,276.052
634.496,95.251
337.269,262.11
166.595,384.307
633.285,259.813
344.396,128.518
616.085,176.388
185.335,273.077
191.256,114.591
37.783,244.047
280.775,79.675
369.429,358.51
122.834,131.805
623.922,222.044
416.56,235.785
336.146,350.382
118.21,137.861
649.527,106.04
607.701,320.14
272.942,122.003
113.402,36.359
608.513,319.338
411.306,295.069
239.551,209.375
22.689,243.925
481.693,283.035
94.432,133.184
667.834,68.249
73.87,53.135
89.227,264.946
253.624,43.026
191.689,322.653
217.768,84.282
276.753,196.363
203.49,372.268
583.122,335.41
102.234,274.937
70.313,79.529
488.606,197.401
390.006,56.632
611.641,252.611
411.097,291.876
583.222,224.227
299.576,263.954
548.31,349.621
578.161,182.427
553.234,290.072
265.512,151.075
615.534,344.51
375.116,140.704
582.01,181.959
599.903,167.493
607.56,84.457
324.943,72.819
528.415,105.849
624.301,274.811
623.551,145.452
193.485,192.282
292.066,197.875
270.72,254.871
290.128,161.188
575.152,216.459
313.226,321.108
46.441,99.228
585.259,255.94
605.881,348.078
351.789,334.962
662.891,44.314
321.72,330.303
267.17,245.994
65.514,129.513
142.7,282.569
588.147,51.822
601.237,154.622
200.542,238.029
191.335,328.489
533.009,175.248
140.504,89.029
115.475,280.558
377.603,243.222
228.456,243.852
352.764,319.001
439.958,226.511
80.479,131.282
340.614,227.445
306.266,112.187
431.739,237.13
62.494,300.741
84.251,85.479
141.028,89.859
470.909,53.214
266.544,40.692
541.041,303.246
439.76,251.276
346.221,72.991
339.257,77.986
418.164,363.781
600.916,202.424
155.939,377.648
160.059,121.341
303.451,66.924
417.464,55.292
560.34,326.619
336.556,309.023
661.768,55.106
244.505,148.302
593.585,149.064
184.817,37.957
584.503,309.202
196.022,152.195
187.351,191.436
560.781,326.689
423.156,60.512
36.283,390.086
6.953,266.626
566.324,173.978
91.723,124.856
207.082,329.478
552.93,111.585
570.223,300.297
253.774,207.988
18.668,69.064
28.893,353.58
465.738,381.345
133.031,86.233
199.679,193.527
218.734,49.836
579.783,143.578
632.093,289.567
143.94,86.106
275.503,354.156
126.941,146.608
240.264,257.241
187.513,385.14
327.29,80.775
526.685,315.851
129.483,130.574
56.448,335.688
394.202,229.435
496.494,259.983
579.552,239.907
375.229,257.458
104.799,57.764
526.977,102.024
55.27,50.058
600.895,201.715
191.073,48.102
113.339,79.839
332.338,361.741
338.275,160.626
583.839,189.215
621.13,235.792
363.694,260.406
599.726,255.771
451.116,265.633
207.04,133.99
320.984,256.39
124.947,355.298
109.161,124.319
323.313,262.331
453.647,110.092
174.768,61.728
323.871,-10.614
280.367,55.092
584.434,295.546
400.339,147.984
420.219,116.191
627.547,129.315
82.914,299.768
168.578,44.804
415.594,57.536
550.68,101.8
601.92,325.343
346.93,345.569
265.086,50.862
231.948,336.168
566.702,123.142
205.931,364.219
345.851,396.326
414.081,400.169
431.697,261.89
223.847,299.107
526.859,262.901
249.666,259.514
541.707,219.76
414.779,63.556
564.624,306.572
647.878,141.712
70.872,148.44
301.518,85.783
575.308,278.438
420.02,63.886
200.081,76.125
255.144,75.841
64.042,38.044
29.527,45.459
250.16,54.963
310.187,335.654
357.542,76.455
50.553,343.366
309.76,110.013
98.03,224.899
542.184,201.769
416.668,155.05
179.804,238.411
90.17,35.946
144.325,353.626
373.505,230.781
262.91,147.313
111.906,297.406
39.12,66.287
526.972,63.59
297.875,366.916
279.536,330.677
58.935,132.277
425.206,396.079
362.734,243.632
119.996,121.001
573.53,71.05
251.013,84.512
69.108,62.033
402.126,290.506
131.883,129.462
512.735,264.309
529.35,187.28
26.838,274.169
360.704,68.89
61.107,388.556
337.048,232.929
62.206,43.278
276.592,256.333
541.39,208.437
156.203,43.877
294.937,212.593
420.582,49.946
453.66,54.467
402.955,396.653
649.161,147.081
578.012,250.208
257.828,137.57
625.342,317.762
134.575,241.235
53.527,265.482
377.99,288.595
563.22,102.939
596.545,201.305
182.892,266.112
512.76,272.19
24.726,100.807
142.597,325.666
588.756,159.418
599.102,402.118
384.205,228.21
301.486,356.828
503.856,85.144
203.234,43.302
597.153,392.086
414.791,265.611
313.098,133.777
170.137,45.238
431.38,248.341
323.209,300.436
313.09,150.24
465.092,229.46
190.302,326.231
305.8,343.214
183.23,392.985
115.367,265.451
603.945,248.681
109.997,251.715
573.344,324.894
247.748,380.116
613.484,69.473
136.832,242.689
639.406,154.543
440.556,261.246
93.714,36.904
573.285,169.859
270.056,86.968
268.49,366.448
353.847,60.127
410.153,133.322
256.169,396.066
588.027,373.656
254.355,390.41
596.885,154.012
79.363,141.333
428.773,384.306
311.344,352.184
242.987,120.348
426.516,50.374
305.532,388.196
141.489,98.119
31.516,259.724
364.562,111.7
97.367,396.999
394.646,149.265
157.154,332.767
265.634,152.827
493.204,351.608
651.464,125.11
590.292,308.031
-3.715,232.553
436.683,64.4
335.252,115.207
132.27,37.808
560.677,110.933
375.816,144.589
215.287,43.822
272.839,149.513
141.47,80.474
580.931,67.316
82.433,132.833
73.522,129.122
286.489,379.023
133.965,66.073
288.509,112.164
467.775,166.903
585.315,371.956
323.691,392.697
407.127,357.211
126.176,90.951
394.939,157.526
244.292,153.31
446.284,52.196
241.575,335.775
152.584,42.947
301.119,348.927
224.102,73.76
325.661,250.552
347.206,252.096
97.216,229.577
295.03,357.653
655.938,63.999
427.702,295.952
410.384,77.633
197.616,122.048
380.754,131.878
48.404,86.097
447.228,377.582
617.215,69.904
407.619,387.581
597.317,315.415
89.374,235.003
199.903,315.677
315.605,344.2
341.967,241.211
163.649,258.828
485.498,277.465
217.935,82.93
373.452,260.996
240.257,65.498
421.255,118.35
246.139,248.272
585.097,113.862
639.968,93.065
88.849,231.085
399.136,143.305
101.309,51.534
615.28,347.25
281.218,113.498
53.363,378.228
221.434,96.259
378.504,259.585
583.351,338.445
83.263,83.72
407.275,274.544
567.878,174.386
308.136,314.867
594.993,44.571
388.765,129.198
454.212,55.113
642.57,101.236
288.259,79.574
641.426,116.312
604.225,67.304
407.457,240.26
583.392,75.602
571.372,149.092
363.582,54.636
530.37,66.495
53.181,148.729
605.437,351.655
207.297,335.783
452.023,57.819
87.25,89.971
226.669,344.742
594.174,165.53
86.603,140.521
423.727,56.611
99.015,103.057
172.84,247.225
176.326,342.474
297.719,382.803
143.171,258.727
133.802,351.486
272.707,204.442
305.928,308.555
307.612,276.115
525.593,347.944
493.848,271.566
395.353,127.819
405.817,109.301
144.355,251.024
281.595,47.825
448.03,61.15
131.168,144.981
91.885,295.072
401.243,296.914
25.179,326.146
133.012,253.566
108.6,76.338
573.013,91.097
573.104,321.899
433.294,344.345
545.05,79.529
518.238,335.185
247.445,309.581
330.914,353.333
450.882,167.327
485.176,334.561
363.308,79.591
572.406,319.333
570.105,372.015
348.191,272.124
433.234,231.911
244.493,301.315
70.497,248.671
53.498,242.863
569.98,234.896
140.775,332.216
118.935,297.708
523.972,62.738
516.711,75.469
25.235,97.898
415.617,235.007
619.022,251.04
355.322,334.487
594.956,73.572
438.063,111.465
372.152,226.067
401.212,129.53
580.181,288.555
5.691,266.399
205.702,193.997
394.992,49.104
196.639,65.705
402.959,290.729
372.338,226.941
326.22,150.988
93.867,58.526
241.728,117.235
125.425,245.125
333.28,106.86
54.505,235.722
69.677,284.165
621.398,285.807
